time_ms,temp_bme,pressure_hpa,altitude_m,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_sht,humidity
10616,20.52,967.05,391.95,-1.87,-0.38,7.15,0.16,0.11,-0.37,22.08,70.54
11171,20.52,967.08,391.65,-0.03,-0.98,8.03,0.05,0.13,-0.01,22.08,73.40
11728,20.50,967.05,391.99,-0.27,-0.60,8.13,0.22,-0.14,0.00,21.67,75.91
12283,20.51,967.09,391.61,5.53,-1.17,12.11,0.16,1.23,0.01,21.47,78.05
12838,20.50,967.06,391.90,-5.54,1.23,13.02,0.33,-0.31,-0.36,21.31,79.75
13393,20.47,967.06,391.85,-0.34,-1.44,6.24,0.12,1.13,-0.14,21.20,80.85
13948,20.45,967.09,391.64,-1.86,-0.42,8.13,0.09,-0.06,-0.02,21.11,81.21
14503,20.44,967.07,391.78,0.14,-0.31,6.61,0.12,0.06,-0.05,21.03,80.80
15058,20.42,967.04,392.02,-1.33,0.11,8.10,0.07,-0.10,-0.02,20.99,79.98
15615,20.41,967.05,391.92,-1.74,0.07,8.21,0.11,-0.11,0.00,20.99,78.95
16170,20.40,967.04,392.06,-2.18,-0.92,8.14,-0.02,0.02,-0.06,21.01,77.95
16725,20.40,967.08,391.71,-2.07,-0.97,7.85,0.27,-0.13,0.03,21.03,77.29
17280,20.38,967.04,391.99,-1.26,-0.52,7.92,0.17,-0.09,0.02,21.03,76.80
17835,20.37,967.05,391.94,-1.57,-0.11,8.07,0.07,-0.03,-0.03,21.06,76.40
18390,20.37,967.04,392.06,-1.29,-1.95,7.54,-0.17,-0.67,-0.87,21.06,75.89
18945,20.38,967.02,392.18,-1.57,-0.74,7.96,0.10,0.05,0.11,21.17,75.24
19502,20.38,967.04,392.07,-0.32,-0.20,5.30,0.09,0.14,-0.02,21.17,74.93
20057,20.38,967.06,391.87,-2.15,-1.77,7.80,-0.80,-1.45,0.02,21.15,74.97
20612,20.36,967.01,392.27,1.79,-2.98,8.71,-0.91,0.84,-0.57,21.11,74.88
21167,20.38,967.02,392.17,-2.70,6.23,3.12,-0.26,-0.88,-0.81,21.06,74.39
21722,20.38,967.02,392.20,2.64,2.63,8.02,-0.45,-0.95,-0.21,21.01,73.66
22277,20.37,967.03,392.15,-6.98,0.54,6.39,-1.31,4.37,4.37,21.00,72.76
22832,20.38,967.04,392.01,-0.01,-1.11,9.54,-0.17,-0.61,0.12,20.97,71.93
23389,20.38,967.04,392.06,5.47,0.65,5.81,-0.00,0.17,0.38,20.93,71.18
23944,20.38,967.04,392.02,-5.57,-0.61,7.09,0.24,0.03,0.09,20.89,70.51
24499,20.39,967.02,392.19,6.35,0.94,1.89,0.01,-1.26,1.57,20.86,69.84
25054,20.38,967.05,391.98,7.07,-0.97,5.36,2.22,3.94,0.44,20.81,69.32
25609,20.37,967.04,392.00,-9.54,4.39,-0.83,0.99,0.95,-0.02,20.79,68.81
26164,20.37,967.00,392.40,-4.53,3.46,5.26,-1.10,-4.37,0.00,20.73,68.36
26719,20.37,967.03,392.11,5.54,-0.08,6.33,0.52,-0.34,0.46,20.69,67.88
27276,20.37,967.03,392.16,-7.96,1.85,3.33,1.07,1.18,-0.77,20.66,67.50
27831,20.37,967.01,392.31,2.94,-0.15,7.67,0.08,-3.58,0.25,20.63,67.15
28386,20.37,967.02,392.19,-3.56,2.98,6.78,1.18,2.98,-0.01,20.62,66.82
28941,20.37,967.06,391.86,-1.88,-3.56,7.44,-1.53,0.26,-0.29,20.60,66.54
29496,20.37,967.06,391.70,-0.65,-9.50,-0.08,-2.11,0.36,-0.36,20.56,66.37
30051,20.38,967.04,392.04,0.58,-7.82,-7.82,-1.40,0.16,-0.58,20.57,66.17
30606,20.37,967.05,391.97,1.64,-8.48,-8.73,4.37,-0.52,1.30,20.54,66.07
31163,20.38,967.03,392.09,-1.57,-4.72,3.11,3.01,0.02,0.49,20.52,65.88
31718,20.38,967.00,392.42,-1.54,2.09,7.05,0.74,-0.22,-0.36,20.50,65.83
32273,20.39,967.03,392.14,1.18,-4.89,5.76,-3.00,-0.63,-0.43,20.47,65.75
32828,20.37,967.06,391.83,2.35,-8.09,-9.37,-2.23,0.13,-0.49,20.46,65.69
33383,20.33,967.06,391.89,0.47,-9.50,1.84,4.37,-1.38,0.64,20.46,65.62
33938,20.34,967.07,391.78,9.05,-3.34,0.79,0.82,-3.34,-0.62,20.46,65.62
34493,20.36,967.03,392.08,-10.29,0.25,2.52,0.08,1.13,-0.21,20.43,65.60
35050,20.37,967.07,391.81,12.18,-1.36,0.49,0.51,-0.92,-0.27,20.40,65.64
35605,20.35,967.04,392.04,-9.96,-0.21,-1.20,0.06,0.54,-0.17,20.39,65.66
36160,20.36,967.08,391.71,-6.39,0.87,-9.50,-0.39,1.65,-0.25,20.37,65.66
36715,20.36,967.06,391.88,-2.52,-0.06,5.58,-0.80,-4.37,-1.82,20.34,65.67
37270,20.36,967.05,391.94,10.35,-1.14,-9.06,1.00,-1.20,-0.33,20.34,65.61
37825,20.36,967.07,391.78,-11.00,-1.98,1.25,-0.39,4.37,1.28,20.37,65.60
38380,20.36,967.06,391.86,-12.68,-2.25,-6.26,0.58,-4.37,1.40,20.33,65.81
38937,20.36,967.09,391.56,9.44,-3.56,1.64,-1.05,-3.90,-1.49,20.32,65.99
39492,20.35,967.06,391.84,8.22,-2.72,2.67,-1.20,4.37,3.68,20.30,66.04
40047,20.35,967.07,391.79,-2.00,-6.88,-0.48,-2.33,-0.08,-1.05,20.29,66.05
40602,20.35,967.07,391.81,2.38,-4.56,-11.29,-1.90,-0.19,-0.84,20.30,65.98
41157,20.32,967.07,391.75,1.39,-11.11,-5.93,4.37,-0.56,0.28,20.26,65.88
41712,20.34,967.04,392.01,-1.70,-8.47,1.35,-4.37,-0.77,-2.01,20.25,65.82
42267,20.35,967.11,391.45,3.49,-1.75,-12.33,-2.89,-0.18,-0.21,20.26,65.80
42824,20.32,967.08,391.68,1.85,-9.59,-6.32,4.37,0.72,0.63,20.26,65.88
43379,20.34,967.07,391.76,-2.97,-5.74,7.52,0.60,0.44,0.35,20.26,65.93
43934,20.36,967.09,391.61,-3.11,-1.13,6.56,-0.02,-0.97,-0.73,20.25,66.00
44489,20.37,967.05,391.97,-7.33,1.27,11.67,0.19,-1.49,1.31,20.26,66.05
45044,20.42,967.06,391.82,-0.20,-1.16,7.34,0.66,-0.04,0.29,20.25,66.14
45599,20.43,967.06,391.90,-2.55,0.45,7.17,0.52,-2.12,0.54,20.28,66.34
46154,20.46,967.06,391.90,-1.12,-0.70,8.12,0.01,-0.22,-0.11,20.29,66.66
