time_ms,temp_bme,pressure_hpa,altitude_m,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_sht,humidity
18376,26.39,1011.64,13.47,-8.39,-1.16,6.05,-1.11,0.31,0.55,26.12,50.27
18931,26.36,1011.66,13.29,-8.80,-1.65,9.90,-1.42,-4.37,-0.20,26.09,50.26
19488,26.34,1011.64,13.39,-0.59,-2.00,-8.34,-0.60,-4.37,-0.20,26.08,50.25
20043,26.32,1011.68,13.10,-3.62,1.96,-9.80,0.07,0.34,0.72,26.08,50.22
20598,26.29,1011.67,13.12,7.41,6.52,-8.65,-1.30,4.37,4.37,26.08,50.30
21153,26.26,1011.66,13.21,2.67,-2.66,9.24,1.35,-2.22,-0.49,26.09,50.42
21708,26.26,1011.69,12.96,-5.29,2.87,19.61,-0.69,-1.15,0.23,26.10,50.48
22263,26.25,1011.65,13.35,1.12,-4.88,-0.80,-0.62,0.36,-0.49,26.05,50.66
22818,26.24,1011.65,13.30,0.70,1.87,19.61,0.45,-0.44,0.32,26.06,50.68
23375,26.23,1011.59,13.80,0.30,-3.95,-1.13,-0.30,-0.26,0.92,26.03,50.71
23930,26.22,1011.65,13.33,4.52,4.44,17.20,1.14,0.47,-0.40,26.05,50.68
24485,26.22,1011.65,13.30,6.18,-1.27,2.58,-1.46,-1.37,0.73,26.05,50.71
25040,26.19,1011.65,13.33,10.00,3.35,-0.06,-2.18,4.37,-0.27,25.99,50.71
25595,26.17,1011.67,13.12,-11.17,-1.19,0.60,-2.10,-0.62,0.81,25.99,50.65
26150,26.15,1011.67,13.19,-7.08,-3.64,10.64,-0.86,-4.37,-0.25,25.95,50.54
26705,26.14,1011.59,13.79,6.71,-5.92,-2.18,-0.54,-1.40,-0.10,25.97,50.50
27262,26.13,1011.62,13.58,10.42,1.41,-2.18,-1.81,1.84,-0.56,25.99,50.49
27817,26.12,1011.66,13.24,-3.46,1.04,10.82,-1.08,0.09,1.37,25.95,50.50
28372,26.09,1011.63,13.52,-9.53,-1.17,2.56,-1.42,-0.51,0.61,25.95,50.46
28927,26.06,1011.57,13.97,0.18,-6.23,3.70,0.03,-3.96,0.17,25.93,50.42
29482,26.06,1011.59,13.79,0.80,1.80,-7.56,-1.58,-2.21,-0.74,25.95,50.41
30037,26.07,1011.65,13.36,7.27,11.77,-1.49,-2.58,2.55,3.34,25.93,50.49
30592,26.06,1011.63,13.48,5.64,-2.85,10.20,-2.62,1.80,1.02,25.93,50.55
31149,26.05,1011.61,13.69,-0.11,-9.00,3.03,0.39,-2.16,0.08,25.90,50.57
31704,26.05,1011.62,13.54,8.99,-0.95,-2.43,1.12,-2.91,-2.47,25.90,50.54
32259,26.05,1011.61,13.65,1.24,7.09,-8.56,-2.42,-1.54,-1.65,25.89,50.52
32814,26.05,1011.65,13.36,7.22,6.35,9.15,-2.91,2.31,1.92,25.90,50.51
33369,26.04,1011.64,13.43,-1.50,-3.61,6.98,0.12,1.05,-0.85,25.89,50.57
33924,26.04,1011.68,13.11,-4.26,-0.96,-10.61,-0.36,1.25,0.09,25.92,50.56
34479,26.05,1011.65,13.35,7.59,-0.20,5.50,-0.46,1.82,0.30,25.89,50.61
35036,26.05,1011.66,13.29,1.45,-7.66,6.36,-1.68,-0.27,0.11,25.89,50.71
35591,26.05,1011.62,13.58,0.17,-7.18,-3.11,-2.78,0.60,0.30,25.89,50.80
36146,26.12,1011.63,13.53,-9.27,-1.27,-3.96,0.42,-4.07,1.00,25.90,50.83
36701,26.25,1011.66,13.28,-4.76,4.57,6.73,0.38,-0.50,0.74,25.93,50.86
37256,26.32,1011.68,13.09,-3.11,6.13,7.37,-0.39,0.28,-0.99,25.92,51.39
37811,26.36,1011.69,12.97,-3.79,-5.34,8.06,0.25,1.33,-1.28,25.92,51.81
38366,26.37,1011.66,13.23,0.19,-2.24,7.36,2.93,2.57,0.37,25.92,51.86
38923,26.37,1011.68,13.11,-3.14,7.21,9.12,1.33,-2.79,-1.51,25.92,51.71
39478,26.36,1011.66,13.22,0.89,5.55,9.01,-0.88,-2.09,-0.24,25.89,51.60
40033,26.36,1011.70,12.95,-6.94,1.62,-5.64,0.75,1.62,-1.17,25.93,51.80
40588,26.34,1011.68,13.10,3.90,-2.72,2.28,-0.29,4.37,-1.42,25.93,51.93
41143,26.34,1011.68,13.10,4.88,2.19,10.84,-1.15,0.27,-0.34,25.92,51.93
41698,26.32,1011.70,12.95,5.73,-6.60,3.03,-2.49,0.18,2.07,25.90,51.84
42253,26.31,1011.67,13.14,-0.02,-4.93,-5.75,-2.93,0.26,1.20,25.89,51.88
42810,26.29,1011.66,13.27,-8.17,1.95,-7.60,-0.70,-3.82,-0.93,25.88,51.82
43365,26.28,1011.68,13.12,-1.70,-6.43,8.96,-0.99,-1.10,-4.37,25.88,51.74
43920,26.27,1011.64,13.43,3.09,-0.78,8.66,-0.22,2.24,1.04,25.90,51.65
44475,26.27,1011.71,12.80,-0.63,-0.36,10.97,-0.22,0.62,-0.02,25.89,51.69
45030,26.26,1011.69,12.98,0.47,-0.01,9.69,-0.04,0.08,-0.02,25.89,51.80
45585,26.27,1011.70,12.91,0.23,-0.08,10.10,-0.04,0.02,-0.02,25.90,51.88
46140,26.26,1011.68,13.06,0.54,1.03,9.94,-0.05,0.06,0.14,25.89,51.95
46697,26.26,1011.69,12.97,0.29,-0.09,10.06,-0.04,0.04,-0.02,25.90,52.02
47252,26.25,1011.71,12.79,0.26,-0.05,10.15,-0.09,0.19,-0.02,25.92,52.09
47807,26.26,1011.71,12.83,0.18,-0.15,10.24,-0.03,-0.02,0.10,25.92,52.08
48374,26.26,1011.71,12.82,0.28,0.31,10.21,-0.04,0.03,-0.07,25.95,52.14
48930,26.26,1011.69,12.97,0.51,0.06,10.15,-0.01,0.02,0.05,25.92,52.14
49485,26.26,1011.71,12.80,0.29,0.12,10.20,-0.01,0.03,0.04,25.93,52.10
50040,26.27,1011.69,12.97,0.41,0.15,10.09,-0.06,0.04,-0.01,25.93,52.07
50597,26.26,1011.72,12.76,0.42,-0.04,10.20,-0.07,0.04,-0.08,25.95,51.99
51152,26.27,1011.70,12.88,0.23,-0.02,10.26,-0.04,0.02,-0.02,25.95,51.89
51707,26.27,1011.70,12.94,0.17,-0.03,10.29,-0.05,0.05,-0.02,25.93,51.93
52262,26.27,1011.64,13.40,0.21,-0.14,10.50,-0.03,-0.02,0.09,25.96,52.06
52817,26.28,1011.72,12.77,0.13,-0.05,10.16,-0.03,-0.02,-0.02,25.96,52.18
53372,26.29,1011.70,12.91,0.23,-0.07,10.18,-0.07,0.09,-0.02,25.96,52.41
53927,26.29,1011.69,12.96,0.21,-0.09,10.10,-0.04,0.02,-0.02,25.97,52.59
54484,26.29,1011.72,12.74,0.24,-0.08,10.20,-0.04,0.01,-0.02,25.96,52.90
55039,26.30,1011.74,12.60,0.23,0.01,10.16,-0.04,0.03,-0.02,25.97,53.16
55594,26.30,1011.72,12.76,0.31,-0.03,10.09,-0.05,0.04,-0.02,25.97,53.35
56149,26.31,1011.69,12.96,0.23,-0.03,10.11,-0.04,0.02,-0.02,25.97,53.49
56704,26.31,1011.72,12.75,0.22,-0.06,10.11,-0.04,0.03,-0.02,25.97,53.52
57259,26.32,1011.71,12.81,0.28,-0.04,10.12,-0.04,0.02,-0.02,25.99,53.57
57814,26.32,1011.72,12.71,0.20,-0.08,10.15,-0.04,0.02,-0.02,25.99,53.53
58371,26.32,1011.68,13.09,0.25,-0.04,10.29,-0.04,0.02,-0.02,25.99,53.43
58926,26.32,1011.72,12.78,0.24,-0.00,10.14,-0.04,0.02,-0.02,25.99,53.26
59481,26.32,1011.67,13.16,0.24,-0.07,10.10,-0.04,0.02,-0.02,25.99,53.18
60036,26.33,1011.70,12.93,0.22,-0.06,10.16,-0.04,0.02,-0.02,25.99,53.06
60591,26.33,1011.71,12.82,0.24,-0.06,10.19,-0.04,0.02,-0.02,26.00,52.82
61146,26.33,1011.69,12.97,0.26,-0.08,10.25,-0.04,0.02,-0.02,26.02,52.57
61701,26.33,1011.71,12.80,0.31,-0.09,10.12,-0.04,0.02,-0.02,25.99,52.37
62258,26.33,1011.72,12.79,0.28,-0.06,10.21,-0.04,0.02,-0.02,25.99,52.15
62813,26.34,1011.74,12.55,0.23,-0.12,10.19,-0.04,0.02,-0.02,26.02,51.92
63368,26.33,1011.70,12.95,0.23,-0.11,10.16,-0.04,0.02,-0.02,26.00,51.69
63923,26.34,1011.74,12.54,0.29,-0.05,10.08,-0.04,0.02,-0.02,26.03,51.48
64478,26.34,1011.72,12.78,0.23,-0.08,10.12,-0.04,0.02,-0.02,26.03,51.28
65033,26.33,1011.69,13.00,0.27,-0.07,10.20,-0.04,0.04,-0.02,25.99,51.16
65588,26.34,1011.71,12.80,0.26,-0.24,10.05,-0.06,0.12,-0.05,26.03,50.98
66145,26.34,1011.70,12.92,0.18,-0.12,10.07,-0.06,0.10,-0.02,26.02,50.84
66700,26.34,1011.73,12.67,0.24,-0.09,10.08,-0.02,-0.02,-0.02,26.03,50.73
