time_ms,temp_bme,pressure_hpa,altitude_m,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_sht,humidity
10048,21.10,966.99,392.44,-2.41,-2.17,9.43,0.88,-0.02,-0.14,19.71,68.22
10603,21.07,966.96,392.73,2.21,-0.33,4.84,-0.46,0.33,0.35,19.69,67.94
11158,21.06,966.96,392.69,-2.39,-3.13,7.76,-0.47,-0.99,0.78,19.71,67.75
11715,21.03,966.97,392.68,-2.63,0.37,8.48,0.59,-0.01,-0.15,19.68,67.71
12270,21.00,966.99,392.50,-1.56,1.01,7.72,0.32,-0.41,-0.26,19.69,67.72
12825,20.97,966.96,392.77,-0.57,-0.03,8.63,0.55,0.06,-0.48,19.68,67.67
13380,20.95,966.97,392.62,0.77,-1.84,9.09,-0.48,-0.52,-0.38,19.68,67.62
13935,20.93,966.98,392.68,1.45,-0.48,8.19,0.84,1.51,0.38,19.66,67.60
14490,20.90,966.95,392.83,-2.97,-0.25,7.77,0.03,0.59,0.37,19.68,67.61
15045,20.89,966.94,392.93,-3.80,0.07,7.55,0.11,0.01,-0.00,19.69,67.69
15602,20.87,966.91,393.15,-3.73,0.24,7.32,0.07,-0.05,-0.08,19.69,67.81
16157,20.87,966.96,392.76,-3.68,0.03,9.68,0.10,-0.43,-0.10,19.72,67.93
16712,20.86,966.97,392.64,-1.05,1.89,7.11,0.01,-0.21,-0.12,19.68,68.09
17267,20.83,966.94,392.90,0.03,2.09,5.71,-0.05,-0.01,-0.05,19.65,68.17
17822,20.80,966.94,392.89,-1.56,-1.58,10.11,-0.36,-0.00,0.02,19.66,68.12
18377,20.78,966.96,392.72,-3.78,-0.52,8.82,0.06,0.19,0.15,19.68,68.06
18932,20.76,966.93,392.99,-0.84,2.24,5.70,0.86,-0.52,-0.31,19.63,68.10
19489,20.73,966.95,392.82,1.59,0.01,5.36,0.81,1.47,0.27,19.65,67.98
20044,20.70,966.99,392.44,-2.31,-1.55,10.51,0.01,-0.21,-0.03,19.65,67.86
20599,20.68,966.94,392.93,-0.83,0.62,6.16,0.28,-0.31,-0.12,19.62,67.81
21154,20.65,966.95,392.77,-1.62,0.87,6.28,-0.16,-0.08,-0.09,19.61,67.68
21709,20.63,967.00,392.35,-1.77,-0.60,10.07,-1.09,0.24,-0.37,19.62,67.60
22264,20.61,966.97,392.65,-3.06,-1.29,10.01,0.48,0.14,0.32,19.63,67.50
22819,20.58,966.97,392.60,-0.91,1.48,5.85,0.25,0.15,0.25,19.61,67.49
23376,20.55,966.94,392.89,-3.29,0.74,9.01,0.15,0.19,-0.15,19.61,67.41
23931,20.52,966.96,392.45,-2.78,-0.86,11.03,-0.10,-0.31,0.09,19.61,67.34
24486,20.51,966.94,392.94,-0.83,-0.11,6.48,0.62,0.31,0.16,19.58,67.32
25041,20.49,966.94,392.89,-0.43,0.67,6.18,-0.09,-0.83,-0.39,19.59,67.24
25596,20.46,966.99,392.49,-2.63,-0.95,10.39,0.09,-0.06,-0.05,19.59,67.18
26151,20.45,966.95,392.81,-1.99,0.85,6.83,0.18,-0.54,0.05,19.55,67.12
26706,20.43,966.90,393.27,-0.40,0.34,6.58,-0.62,0.10,-0.04,19.55,67.06
27263,20.41,966.99,392.50,-4.64,-3.07,15.23,0.44,-0.66,-0.07,19.57,67.01
27818,20.39,966.95,392.82,-4.52,0.07,6.40,-1.83,1.63,-0.76,19.55,66.96
28373,20.37,966.95,392.80,2.32,0.91,-4.20,0.43,-0.64,0.42,19.52,66.90
28928,20.33,966.97,392.62,-4.65,-3.62,6.06,3.00,-1.73,0.54,19.51,66.84
29483,20.30,966.99,392.48,-9.59,-10.24,19.61,-0.02,-1.20,0.28,19.48,66.83
30038,20.29,966.93,392.97,-15.15,-5.15,19.61,-2.67,2.00,0.09,19.48,66.79
30593,20.26,966.93,393.01,-1.91,-1.07,-1.53,-1.93,4.18,-1.38,19.45,66.72
31150,20.23,966.93,393.01,-8.23,1.17,2.30,-3.07,4.37,-1.25,19.47,66.69
31705,20.20,966.95,392.84,-6.48,-9.68,19.07,4.37,-0.63,0.90,19.45,66.71
32260,20.17,966.95,392.83,3.90,0.77,-7.67,-2.29,0.61,-0.59,19.47,66.67
32815,20.16,966.97,392.68,-1.30,-0.34,8.06,1.78,-0.64,-2.72,19.47,66.66
33370,20.16,966.94,392.90,2.23,-0.40,8.96,0.31,-0.09,-0.26,19.45,66.69
33925,20.15,966.99,392.49,-3.63,1.10,8.03,0.18,0.04,-0.02,19.44,66.71
34480,20.14,966.99,392.48,-2.25,-0.31,8.50,-0.04,-0.27,0.88,19.45,66.68
35037,20.12,966.97,392.64,0.95,-0.13,8.66,0.04,-0.06,0.09,19.44,66.65
35592,20.12,966.99,392.48,0.09,-0.84,7.70,0.56,0.05,-0.73,19.45,66.65
36147,20.10,967.01,392.26,-3.47,0.41,7.62,0.01,0.08,-0.24,19.42,66.73
36702,20.09,966.97,392.62,-1.58,-0.77,7.87,-0.16,-0.28,1.27,19.44,66.70
37257,20.09,966.99,392.48,2.00,-0.59,9.17,0.18,-0.03,-0.24,19.44,66.75
37812,20.08,967.01,392.30,-4.03,-0.18,8.09,0.94,-0.14,-0.78,19.39,66.79
38367,20.06,967.02,392.23,-0.63,-1.63,7.90,-0.09,-0.44,2.07,19.41,66.80
38924,20.05,966.98,392.57,1.07,-0.36,6.30,0.44,0.68,-2.61,19.39,66.82
39479,20.03,966.96,392.69,1.83,-3.06,7.65,-0.57,-0.78,3.19,19.39,66.80
40034,20.02,966.97,392.66,-19.05,-5.47,5.90,0.35,-0.39,1.05,19.38,66.86
40589,20.01,966.95,392.77,-19.61,-5.58,4.44,0.67,0.22,-1.71,19.35,66.86
41144,20.01,966.97,392.65,-19.61,-7.83,2.26,0.09,0.60,-3.29,19.36,66.91
41699,20.00,967.01,392.31,-19.31,-3.22,2.29,-0.08,-1.17,2.46,19.38,66.95
42254,19.99,967.01,392.28,6.89,3.05,6.97,0.51,0.47,1.31,19.36,66.96
42811,19.98,967.02,392.23,-3.05,-0.42,8.78,-0.54,-0.41,0.68,19.38,66.98
43366,19.99,967.02,392.22,-0.54,-0.57,7.99,0.21,0.12,-0.27,19.36,67.03
43921,19.99,967.03,392.10,-1.23,0.43,7.99,0.37,-0.02,0.16,19.38,67.03
44476,19.99,967.05,391.96,5.09,-0.09,6.34,-0.17,-1.10,0.31,19.35,67.05
45031,20.00,967.05,391.92,6.44,-0.56,5.32,0.22,3.26,-0.34,19.38,67.09
45586,20.00,967.03,392.13,-2.59,-1.48,7.59,0.75,-0.77,-1.75,19.36,67.06
46141,20.00,967.02,392.19,-2.64,-1.46,8.04,-0.00,0.02,0.11,19.38,67.12
46696,20.01,967.01,392.32,-1.58,-0.87,8.65,1.15,0.26,-0.11,19.41,67.23
47253,20.02,967.00,392.35,-1.71,-0.87,8.49,0.05,0.47,-0.17,19.38,67.38
47808,20.03,967.02,392.19,1.29,-0.30,8.21,0.25,-0.10,-0.47,19.42,67.60
48363,20.05,967.04,392.04,-1.32,0.33,9.20,-0.16,-0.19,-0.19,19.45,67.87
48918,20.08,967.03,392.11,-2.99,0.42,8.75,0.16,-0.21,-0.11,19.42,68.10
49473,20.09,967.02,392.17,-1.80,-1.17,7.98,-0.21,-0.14,-0.07,19.44,68.34
50028,20.09,967.05,391.92,-1.51,-0.98,7.83,0.17,-0.13,-0.01,19.41,68.50
50583,20.05,967.01,392.31,-1.22,-0.44,8.06,0.19,-0.08,-0.01,19.38,68.47
51140,20.04,966.98,392.55,-1.43,-0.33,8.20,0.07,-0.06,-0.04,19.36,68.30
51695,20.02,966.97,392.61,-1.55,-0.25,8.34,0.05,-0.05,-0.05,19.35,68.06
52250,20.01,967.02,392.23,-1.54,-0.24,8.17,0.07,-0.02,-0.03,19.34,67.95
52805,20.00,967.01,392.28,-1.64,-0.22,8.11,0.07,-0.01,-0.03,19.34,67.74
53360,19.99,967.03,392.16,-1.73,-0.40,8.12,0.10,-0.03,-0.01,19.35,67.66
53915,19.98,967.01,392.26,-1.59,-0.29,8.04,0.05,-0.01,-0.09,19.29,67.60
54470,19.96,967.02,392.17,-1.78,-0.34,8.15,0.01,-0.11,0.00,19.32,67.47
55027,19.94,967.01,392.34,-1.75,-0.34,8.19,0.09,-0.04,-0.05,19.31,67.41
55582,19.89,967.01,392.27,-1.62,-0.27,8.26,0.07,0.01,-0.04,19.28,67.30
56137,19.86,966.96,392.73,-1.90,-0.19,8.20,0.07,0.00,-0.02,19.28,67.11
56692,19.85,967.01,392.32,-1.90,-0.09,8.26,0.06,-0.04,-0.04,19.29,66.95
57247,19.82,967.03,392.14,-1.79,-0.18,8.11,0.06,-0.07,-0.01,19.24,66.85
57802,19.77,966.99,392.48,-1.90,-0.09,8.00,0.07,-0.03,-0.03,19.22,66.72
58357,19.75,967.01,392.30,-2.87,0.03,8.20,0.05,0.18,-0.12,19.22,66.49
58914,19.74,967.01,392.27,-2.37,-0.94,8.27,0.03,0.05,0.05,19.22,66.29
59469,19.74,966.99,392.49,-2.86,-0.77,8.26,-0.09,-0.70,-0.14,19.24,66.23
60024,19.75,967.03,392.09,-3.50,0.01,8.18,-0.13,0.17,0.52,19.24,66.26
60579,19.76,967.04,392.07,-4.24,0.13,9.26,-0.19,-0.75,2.18,19.22,66.31
61134,19.77,967.01,392.31,-2.30,2.92,6.99,0.47,-0.23,1.00,19.24,66.40
61689,19.78,967.00,392.36,-1.31,3.53,7.47,-0.15,-0.31,-0.20,19.24,66.47
62244,19.79,967.04,392.08,-1.59,2.47,6.79,0.44,0.25,0.02,19.25,66.58
